,CustomerID,MostRecent,Frequency,TotalSpending
86,15351.0,2011-11-27 12:52:00,4,43.25
87,18118.0,2011-11-11 10:48:00,13,88.10
88,13867.0,2011-09-26 12:23:00,1,10.20
89,12748.0,2011-12-09 12:20:00,51,346.35
90,14606.0,2011-11-30 14:00:00,29,69.73
91,13708.0,2011-03-13 13:46:00,1,10.08
92,12841.0,2011-10-27 12:08:00,7,60.53
93,12380.0,2011-09-22 17:31:00,1,17.70
94,12562.0,2011-11-17 11:34:00,2,56.85
95,15088.0,2011-10-03 14:05:00,1,158.30
96,14209.0,2011-08-10 16:01:00,3,37.80
97,13650.0,2011-10-04 09:51:00,1,14.94
98,16242.0,2011-11-07 15:07:00,2,53.00
99,17377.0,2011-11-09 10:39:00,5,96.80
100,17193.0,2011-09-14 10:40:00,2,199.20
101,13951.0,2011-06-16 16:43:00,2,47.70
102,15561.0,2011-11-28 11:07:00,1,39.60
103,14087.0,2011-12-07 12:41:00,1,2.09
104,13491.0,2011-01-26 10:30:00,3,76.80
105,14646.0,2011-10-27 12:09:00,16,2428.76
106,14502.0,2011-11-20 11:50:00,5,18.60
107,13652.0,2011-10-25 08:51:00,2,28.80
108,12753.0,2011-12-06 11:40:00,5,265.52
109,17696.0,2011-11-01 13:43:00,1,20.40
110,16099.0,2011-07-25 10:28:00,1,8.40
111,13506.0,2010-12-05 12:15:00,1,23.87
112,15039.0,2011-11-22 16:11:00,12,79.17
113,15152.0,2011-11-30 12:32:00,4,91.46
114,13924.0,2011-12-08 09:39:00,3,96.60
115,17449.0,2011-04-19 14:57:00,3,40.95
116,18096.0,2011-10-13 13:35:00,1,20.95
117,13908.0,2011-09-21 11:49:00,3,66.68
118,17802.0,2011-09-18 14:56:00,2,44.55
119,15701.0,2011-08-21 12:36:00,1,14.91
120,15547.0,2011-12-02 12:52:00,7,101.33
121,16376.0,2011-12-01 10:56:00,2,11.09
122,14156.0,2011-11-30 10:54:00,16,3236.61
123,17828.0,2011-08-30 10:06:00,1,-5.80
124,14684.0,2011-11-14 11:33:00,4,30.80
125,15752.0,2011-07-13 11:09:00,3,35.08
126,12637.0,2011-10-03 13:46:00,5,169.20
127,14769.0,2011-09-18 15:33:00,6,213.91
128,17238.0,2011-12-02 16:07:00,7,53.59
129,17211.0,2011-11-13 12:03:00,3,39.75
130,16933.0,2011-12-08 12:54:00,2,54.80
131,16327.0,2011-11-25 13:23:00,3,48.50
132,16931.0,2011-12-04 13:15:00,11,57.86
133,15708.0,2011-10-30 10:54:00,4,55.10
134,15058.0,2011-11-14 14:39:00,2,2.10
135,17372.0,2011-10-30 11:37:00,3,25.00
136,14825.0,2011-02-15 15:04:00,1,1.68
137,14179.0,2011-10-30 12:07:00,2,33.05
138,15615.0,2011-06-30 18:07:00,4,56.92
139,16255.0,2011-07-31 12:02:00,2,11.27
140,17884.0,2010-12-06 15:13:00,1,1.70
141,15464.0,2011-01-05 15:56:00,1,12.90
142,13598.0,2011-10-23 14:28:00,1,4.15
143,16558.0,2011-11-02 12:44:00,5,77.85
144,15594.0,2011-11-09 16:26:00,1,17.85
145,17472.0,2011-06-01 14:57:00,2,10.20
146,16135.0,2011-03-22 12:30:00,1,30.50
147,14716.0,2011-10-27 17:29:00,2,7.03
148,13700.0,2011-04-13 13:25:00,5,73.50
149,13486.0,2011-08-03 13:10:00,1,12.75
150,14952.0,2011-10-11 10:33:00,5,199.55
151,17243.0,2011-12-08 13:26:00,6,207.60
152,16923.0,2011-11-27 12:47:00,6,69.45
153,16657.0,2011-11-30 11:48:00,2,4.60
154,14334.0,2011-11-23 10:01:00,3,43.80
155,13369.0,2010-12-20 14:02:00,1,-3.78
156,13422.0,2011-10-06 13:42:00,1,61.05
157,15645.0,2011-11-21 11:55:00,1,19.40
158,17265.0,2011-07-24 10:49:00,2,7.62
159,15311.0,2011-12-02 13:21:00,34,988.41
160,17724.0,2011-09-29 15:26:00,2,52.10
161,15660.0,2011-03-01 13:45:00,1,15.80
162,14096.0,2011-12-05 17:17:00,13,965.48
163,13427.0,2011-11-20 13:02:00,1,18.72
164,12415.0,2011-11-15 10:32:00,9,1894.55
165,17579.0,2011-12-05 12:28:00,1,5.95
166,13253.0,2011-07-06 10:09:00,1,18.00
167,13451.0,2011-11-13 15:58:00,1,22.20
168,16873.0,2011-12-05 12:05:00,4,167.84
169,17516.0,2011-08-12 14:50:00,2,7.15
170,17227.0,2011-09-30 15:14:00,2,2.05
171,12685.0,2011-11-11 13:46:00,3,44.10
172,16655.0,2011-09-25 14:37:00,3,78.64
173,14623.0,2011-08-15 13:51:00,2,14.15
174,17323.0,2011-11-24 17:14:00,4,10.15
175,14472.0,2011-07-31 12:08:00,3,73.47
176,12734.0,2010-12-22 12:47:00,1,8.40
177,12916.0,2011-03-27 10:54:00,1,15.90
178,17073.0,2011-08-22 14:37:00,1,5.90
179,13558.0,2011-11-16 12:13:00,3,16.39
180,17850.0,2011-02-10 14:38:00,7,132.42
181,12567.0,2011-11-17 11:02:00,5,99.78
182,15106.0,2011-10-18 14:51:00,3,27.30
183,12647.0,2010-12-15 14:25:00,1,-11.80
184,14534.0,2011-12-07 12:19:00,6,69.39
185,16033.0,2011-11-06 13:53:00,10,123.78
186,17954.0,2011-12-04 14:15:00,6,31.29
187,15948.0,2011-12-01 15:32:00,2,25.20
188,14446.0,2011-12-09 11:34:00,3,17.85
189,17805.0,2011-09-27 11:49:00,1,30.24
190,18097.0,2011-05-18 13:56:00,2,45.62
191,14004.0,2011-09-22 12:42:00,3,79.56
192,13268.0,2011-11-01 11:31:00,5,52.01
193,13639.0,2011-09-26 13:36:00,1,39.90
194,16804.0,2011-11-16 16:42:00,2,17.95
195,16556.0,2011-08-26 11:58:00,4,77.73
196,14251.0,2011-11-29 12:07:00,2,132.48
197,15494.0,2011-11-18 14:51:00,1,1.45
198,14680.0,2011-07-27 13:18:00,3,722.00
199,14467.0,2011-11-22 12:48:00,2,9.95
200,15150.0,2011-11-22 12:52:00,3,98.38
201,13995.0,2011-07-21 08:44:00,1,25.68
202,17426.0,2011-09-09 15:51:00,2,83.25
203,13911.0,2011-07-18 13:30:00,3,42.10
204,16570.0,2011-10-13 15:49:00,1,16.50
205,13988.0,2011-09-28 10:54:00,2,58.03
206,16525.0,2011-06-08 08:12:00,1,81.60
207,12928.0,2011-10-25 09:31:00,2,30.88
208,17231.0,2011-11-15 16:42:00,4,25.44
209,12955.0,2011-11-23 10:08:00,1,39.60
210,15585.0,2011-06-16 08:38:00,1,22.44
211,15068.0,2011-10-24 14:47:00,1,1.25
212,15867.0,2011-05-27 15:57:00,3,40.09
213,15525.0,2011-12-07 15:39:00,3,1.55
214,15573.0,2011-11-08 11:38:00,2,9.60
215,13429.0,2011-11-29 09:10:00,1,16.50
216,13617.0,2011-10-30 13:50:00,1,5.10
217,13098.0,2011-11-10 18:46:00,5,76.14
218,13430.0,2011-11-21 08:19:00,1,13.20
219,12782.0,2011-07-13 10:30:00,2,117.00
220,15358.0,2011-09-12 09:57:00,4,109.67
221,17338.0,2011-11-22 14:23:00,5,58.67
222,14298.0,2011-12-01 13:12:00,13,701.70
223,14911.0,2011-12-08 15:54:00,50,1274.75
224,15897.0,2011-05-29 13:50:00,1,15.00
225,13263.0,2011-12-08 13:59:00,13,72.69
226,17511.0,2011-12-05 13:33:00,13,1090.59
227,17926.0,2011-05-20 09:24:00,1,39.70
228,17096.0,2011-11-24 15:01:00,1,22.50
229,18061.0,2011-05-17 08:18:00,1,12.60
230,14290.0,2011-11-28 14:02:00,1,6.64
231,17720.0,2011-11-13 15:04:00,2,48.99
232,16261.0,2011-09-25 13:23:00,2,4.34
233,15187.0,2011-12-08 11:56:00,2,23.50
234,13860.0,2011-11-25 13:42:00,2,20.15
235,17278.0,2011-04-12 13:10:00,1,10.08
236,17735.0,2011-11-02 14:52:00,6,131.80
237,17088.0,2011-11-11 14:23:00,2,72.90
238,13869.0,2011-08-08 13:53:00,2,40.74
239,14112.0,2011-11-17 12:30:00,3,72.00
240,14562.0,2011-10-16 14:07:00,3,30.25
241,17530.0,2011-09-15 17:00:00,3,12.56
242,14470.0,2011-11-28 10:31:00,1,30.18
243,16904.0,2011-12-05 13:10:00,7,45.24
244,17050.0,2011-09-04 13:48:00,4,62.25
245,17460.0,2011-09-22 10:58:00,1,-35.40
246,12705.0,2011-10-28 14:44:00,3,76.50
247,15543.0,2011-02-24 15:26:00,1,15.95
248,12449.0,2011-11-17 13:46:00,2,72.70
249,16940.0,2011-10-18 13:15:00,2,18.32
250,13853.0,2011-10-13 14:18:00,1,59.80
251,12471.0,2011-11-24 12:36:00,9,351.00
252,15219.0,2011-06-16 16:57:00,1,41.40
253,13397.0,2011-09-28 10:56:00,3,105.00
254,17523.0,2011-11-20 13:40:00,1,2.95
255,15505.0,2011-10-18 07:56:00,2,122.28
256,17337.0,2011-05-12 20:13:00,3,20.15
257,16042.0,2011-11-17 17:50:00,1,23.00
258,16469.0,2011-11-16 12:25:00,3,6.04
259,14387.0,2011-11-07 12:29:00,2,30.30
260,17566.0,2011-12-01 19:54:00,1,6.45
261,12809.0,2011-06-15 10:51:00,1,24.58
262,17481.0,2011-11-03 16:37:00,1,17.00
263,13325.0,2011-09-19 10:36:00,1,10.50
264,12991.0,2011-08-19 14:39:00,1,13.20
265,16080.0,2011-03-10 14:44:00,1,17.40
266,12836.0,2011-05-04 15:08:00,1,1.25
267,15737.0,2011-04-11 10:01:00,1,45.05
268,17738.0,2011-07-14 09:23:00,1,17.25
269,16115.0,2011-09-28 14:26:00,3,17.08
270,16431.0,2011-02-15 14:02:00,1,6.80
271,12599.0,2011-06-28 13:11:00,1,10.08
272,18255.0,2011-09-11 13:16:00,1,30.00
273,17221.0,2011-12-02 13:35:00,1,1.25
274,12521.0,2011-07-20 10:51:00,1,24.90
275,14796.0,2011-12-08 15:31:00,11,147.59
276,12669.0,2011-03-28 10:15:00,1,32.30
277,17994.0,2011-06-03 09:50:00,2,20.58
278,16059.0,2011-06-29 10:50:00,2,4.60
279,13735.0,2011-11-15 11:14:00,3,105.55
280,12865.0,2011-11-13 14:31:00,1,16.60
281,12546.0,2011-10-04 10:38:00,2,-2.30
282,13953.0,2011-12-02 16:04:00,1,25.20
283,16284.0,2011-11-08 16:12:00,1,31.26
284,16258.0,2011-10-25 13:30:00,3,79.40
285,15444.0,2011-11-30 17:37:00,1,39.40
286,13709.0,2011-12-06 10:27:00,6,158.85
287,12701.0,2011-04-11 13:02:00,1,7.56
288,17519.0,2010-12-14 10:29:00,2,8.25
289,17590.0,2011-12-07 12:55:00,3,54.38
290,14530.0,2011-08-03 12:12:00,3,58.26
291,13971.0,2011-08-25 14:23:00,4,103.20
292,17392.0,2010-12-16 19:04:00,1,10.50
293,17772.0,2011-11-29 11:05:00,2,4.20
294,12481.0,2011-05-19 08:27:00,4,92.40
295,12720.0,2011-11-24 15:02:00,4,34.65
296,16495.0,2011-12-06 13:20:00,1,2.34
297,14595.0,2011-10-14 15:26:00,1,29.10
298,14031.0,2011-10-21 16:48:00,4,320.40
299,16713.0,2011-11-21 12:36:00,4,28.25
300,14426.0,2011-11-16 12:25:00,6,124.56
301,14896.0,2010-12-09 12:24:00,1,21.75
302,17157.0,2011-06-20 13:13:00,2,9.05
303,16225.0,2011-06-16 13:04:00,2,24.45
304,16549.0,2011-11-29 15:06:00,9,67.85
305,16906.0,2011-09-19 11:49:00,2,18.95
306,17405.0,2011-12-08 17:12:00,2,9.72
307,13362.0,2011-11-30 14:41:00,3,103.60
308,16398.0,2011-03-31 09:38:00,1,32.40
309,13069.0,2011-11-25 15:47:00,5,39.45
310,13138.0,2011-10-24 09:34:00,2,53.80
311,12451.0,2011-10-05 12:52:00,3,156.98
312,17236.0,2011-11-27 12:00:00,2,21.10
313,16503.0,2011-08-25 11:46:00,1,25.20
314,12425.0,2011-09-22 17:31:00,1,97.36
315,14410.0,2011-09-08 11:25:00,3,-12.30
316,15048.0,2011-05-03 11:40:00,2,6.15
317,16794.0,2011-11-13 12:29:00,2,5.80
318,17160.0,2011-08-22 13:32:00,2,32.00
319,15780.0,2011-04-11 09:18:00,1,15.30
320,13203.0,2011-11-30 10:45:00,2,54.48
321,14818.0,2011-03-31 12:28:00,1,12.75
322,16843.0,2011-10-05 15:35:00,5,159.18
323,13336.0,2011-09-23 14:05:00,1,12.60
324,14725.0,2011-11-15 12:42:00,1,10.20
325,16905.0,2011-11-20 13:37:00,3,46.80
326,15002.0,2011-02-16 10:25:00,1,31.90
327,16295.0,2011-10-12 13:17:00,2,85.09
328,14276.0,2011-09-12 17:49:00,2,7.50
329,18221.0,2011-08-16 10:50:00,1,12.75
330,17648.0,2011-04-04 10:29:00,1,15.00
331,12985.0,2011-12-09 10:46:00,1,25.28
332,16919.0,2011-05-31 15:16:00,3,36.87
333,16553.0,2010-12-14 13:58:00,1,127.20
334,15382.0,2011-09-16 09:27:00,1,31.50
335,14659.0,2011-09-22 12:45:00,3,36.35
336,15572.0,2011-11-14 12:14:00,3,46.10
337,14638.0,2011-10-20 10:10:00,1,9.96
338,15856.0,2011-10-05 17:29:00,3,53.58
339,14505.0,2011-11-22 15:45:00,8,94.97
340,15061.0,2011-07-22 09:01:00,4,373.42
341,15791.0,2011-05-19 15:15:00,1,15.30
342,16595.0,2011-10-09 13:15:00,1,3.30
343,12645.0,2011-08-22 12:40:00,2,58.80
344,14573.0,2011-05-11 12:32:00,2,6.25
345,16722.0,2011-07-22 10:48:00,2,91.86
346,15555.0,2011-11-27 16:19:00,11,86.18
347,14062.0,2011-01-20 14:18:00,1,181.92
348,14591.0,2011-11-24 13:56:00,1,23.63
349,16360.0,2011-12-05 12:16:00,4,19.63
350,13269.0,2011-10-04 15:45:00,7,111.70
351,15786.0,2011-10-24 14:10:00,2,93.66
352,15480.0,2011-08-15 14:32:00,1,2.28
353,14189.0,2011-11-23 16:43:00,6,124.76
354,15563.0,2011-11-17 12:59:00,2,38.60
355,15628.0,2011-10-05 12:51:00,2,32.25
356,15145.0,2011-04-26 16:40:00,2,27.55
357,15228.0,2011-08-02 12:27:00,2,34.80
358,16126.0,2011-08-30 10:07:00,2,138.00
359,17870.0,2011-11-25 11:20:00,2,10.44
360,17169.0,2011-10-20 19:15:00,2,25.10
361,17183.0,2011-11-07 11:29:00,1,14.04
362,12517.0,2011-08-05 15:02:00,2,43.43
363,16533.0,2011-10-16 13:51:00,1,22.65
364,17063.0,2011-10-13 12:06:00,1,41.60
365,15872.0,2011-11-25 11:54:00,1,4.19
366,12539.0,2011-11-17 13:30:00,3,126.58
367,14422.0,2011-10-17 15:18:00,2,34.90
368,18200.0,2011-08-25 18:45:00,1,12.62
369,15260.0,2011-08-31 13:55:00,2,33.00
370,13375.0,2011-09-12 10:19:00,1,17.00
371,15276.0,2011-10-04 16:39:00,1,0.42
372,14357.0,2011-10-27 16:23:00,1,14.85
373,15350.0,2010-12-01 13:33:00,1,25.20
374,16936.0,2011-11-14 11:04:00,1,2.99
375,17690.0,2011-11-09 15:17:00,3,52.40
376,15159.0,2011-10-20 13:07:00,7,212.80
377,14688.0,2011-10-31 08:29:00,3,7.12
378,17576.0,2011-10-18 17:04:00,4,83.68
379,14656.0,2011-06-23 13:51:00,1,1.25
380,15457.0,2011-03-22 15:31:00,1,0.87
381,17062.0,2010-12-16 12:31:00,1,23.60
382,14504.0,2011-04-10 16:01:00,2,29.80
383,14540.0,2011-09-25 12:34:00,1,3.95
384,14735.0,2011-11-14 11:25:00,3,106.90
385,17340.0,2011-11-30 17:12:00,5,162.75
386,13209.0,2011-11-09 13:52:00,4,52.21
387,14837.0,2011-09-11 10:58:00,4,86.10
388,17084.0,2011-11-04 14:54:00,2,72.84
389,13744.0,2011-02-20 14:08:00,1,30.00
390,16393.0,2011-12-07 12:51:00,3,0.84
391,17320.0,2011-04-17 14:09:00,1,19.50
392,14049.0,2011-11-23 12:20:00,2,10.84
393,15318.0,2011-12-06 11:30:00,1,4.68
394,14524.0,2011-06-14 12:46:00,3,38.25
395,17495.0,2011-11-01 12:06:00,1,29.88
396,14456.0,2011-12-04 13:59:00,4,20.84
397,14210.0,2011-02-16 13:11:00,1,17.00
398,12444.0,2011-11-18 13:23:00,3,81.60
399,15601.0,2011-11-28 15:15:00,7,119.94
400,13089.0,2011-12-01 15:56:00,19,655.46
401,18092.0,2011-11-01 10:56:00,2,150.96
402,12867.0,2011-11-13 15:30:00,4,40.34
403,14541.0,2011-10-12 10:08:00,2,49.90
404,13183.0,2011-07-27 11:47:00,1,177.60
405,15189.0,2011-08-18 10:23:00,2,107.76
406,15078.0,2011-12-02 15:39:00,4,71.98
407,13956.0,2011-10-16 15:56:00,3,35.08
408,13394.0,2011-11-02 12:36:00,3,22.00
409,16652.0,2011-10-12 09:35:00,3,138.48
410,15030.0,2011-03-16 15:34:00,1,30.60
411,15489.0,2011-05-12 12:54:00,1,18.75
412,18136.0,2011-10-07 15:40:00,1,14.88
413,16362.0,2011-10-11 14:21:00,2,3.60
414,14352.0,2011-03-11 14:58:00,1,19.80
415,16938.0,2011-06-12 13:17:00,1,8.25
416,16128.0,2011-09-23 14:17:00,1,12.60
417,15862.0,2011-12-01 13:28:00,3,17.64
418,15426.0,2011-11-20 15:36:00,4,27.04
419,15079.0,2011-05-11 12:44:00,1,17.34
420,14871.0,2011-12-06 13:42:00,3,17.15
421,17365.0,2011-11-27 12:13:00,3,73.29
422,14711.0,2011-11-15 13:19:00,4,12.61
423,15475.0,2011-09-23 15:20:00,1,58.16
424,13309.0,2011-02-04 12:29:00,1,5.04
425,15023.0,2011-10-27 17:22:00,4,51.95
426,14385.0,2011-11-30 15:36:00,1,15.60
427,13396.0,2011-11-10 16:59:00,2,34.65
428,14621.0,2011-08-04 17:58:00,1,-5.90
429,14903.0,2011-08-07 12:42:00,3,24.40
430,17596.0,2011-10-25 13:46:00,2,49.36
431,16712.0,2011-11-21 15:57:00,6,48.05
432,17757.0,2011-12-08 15:31:00,8,55.15
433,14193.0,2011-10-03 09:34:00,1,19.80
434,17615.0,2011-08-01 14:06:00,2,37.35
435,14360.0,2011-11-08 09:12:00,2,48.21
436,16910.0,2011-12-05 12:51:00,5,19.89
437,16438.0,2011-11-13 11:39:00,1,16.00
438,12621.0,2011-09-19 13:28:00,6,413.06
439,15826.0,2011-10-14 16:04:00,2,71.10
440,17404.0,2011-07-31 15:50:00,5,1065.36
441,16200.0,2011-12-05 14:40:00,2,41.79
442,13505.0,2011-05-31 15:41:00,2,27.60
443,15214.0,2011-04-11 09:46:00,1,20.85
444,17569.0,2011-01-11 14:15:00,1,8.40
445,13523.0,2011-11-06 15:11:00,1,35.52
446,17254.0,2011-11-24 14:09:00,1,3.77
447,12656.0,2011-05-20 11:34:00,1,255.00
448,17414.0,2011-06-08 11:43:00,1,180.00
449,16814.0,2011-11-16 12:51:00,5,285.45
450,17274.0,2011-11-04 13:16:00,1,26.56
451,12921.0,2011-11-30 16:22:00,5,122.38
452,17769.0,2011-11-27 11:18:00,2,31.65
453,17625.0,2011-11-21 13:36:00,4,40.70
454,17017.0,2011-06-30 14:46:00,5,178.20
455,16979.0,2011-02-15 09:20:00,1,17.40
456,15005.0,2011-11-08 11:53:00,12,77.00
457,16131.0,2011-04-14 08:32:00,1,6.96
458,13835.0,2011-07-07 15:16:00,2,46.90
459,15059.0,2011-05-08 12:36:00,2,7.45
460,12727.0,2011-06-05 15:29:00,3,271.20
461,12463.0,2011-05-17 10:02:00,2,65.10
462,18082.0,2011-11-14 12:45:00,1,31.80
463,16837.0,2011-11-08 14:27:00,2,32.16
464,15750.0,2011-09-28 13:00:00,2,16.62
465,17654.0,2011-03-07 13:17:00,1,1.70
466,12540.0,2011-09-19 15:02:00,3,91.50
467,17428.0,2011-06-20 13:28:00,3,94.00
468,16394.0,2011-04-05 14:51:00,1,18.60
469,16341.0,2011-09-15 12:03:00,1,36.30
470,13842.0,2011-09-28 14:56:00,5,117.71
471,13969.0,2011-12-01 14:38:00,4,245.10
472,17284.0,2011-10-10 14:38:00,2,13.35
473,16523.0,2011-05-24 08:21:00,1,66.00
474,17034.0,2011-11-23 15:14:00,2,75.00
475,14320.0,2011-05-17 09:24:00,1,5.04
476,14005.0,2011-07-29 10:00:00,1,26.40
477,14178.0,2011-12-01 12:01:00,4,18.11
478,16315.0,2011-01-13 11:57:00,1,13.52
479,12405.0,2011-07-14 08:52:00,1,10.20
480,13630.0,2011-08-26 10:32:00,2,80.70
481,13455.0,2011-11-15 11:21:00,1,20.40
482,16626.0,2011-10-30 13:30:00,2,63.30
483,17092.0,2011-09-13 12:09:00,2,31.26
484,17159.0,2011-09-25 15:56:00,1,15.00
485,16520.0,2011-04-14 14:14:00,2,13.70
486,16161.0,2011-11-17 12:54:00,5,80.55
487,14099.0,2011-11-23 13:53:00,3,30.92
488,16170.0,2011-10-20 08:21:00,2,42.90
489,15532.0,2011-11-14 14:51:00,3,29.60
490,15673.0,2011-09-12 16:12:00,2,36.96
491,18094.0,2011-09-19 09:27:00,1,90.00
492,12856.0,2011-10-31 13:11:00,3,29.85
493,12553.0,2011-08-21 14:42:00,2,29.75
494,13113.0,2011-06-17 10:17:00,2,-5.77
495,16066.0,2011-11-23 11:54:00,4,76.94
496,12534.0,2011-08-01 10:26:00,1,15.00
497,14428.0,2011-11-03 16:30:00,1,19.80
498,17557.0,2011-09-19 14:23:00,1,1.65
499,14235.0,2011-03-24 13:23:00,1,10.50
500,13695.0,2011-11-08 14:26:00,2,174.90
501,17288.0,2011-11-27 13:29:00,1,21.40
502,17302.0,2011-11-07 15:27:00,3,36.90
503,18245.0,2011-07-13 14:28:00,3,49.80
504,13880.0,2011-10-18 13:15:00,4,84.70
505,18223.0,2011-05-18 09:37:00,4,81.10
506,16240.0,2011-11-15 14:30:00,2,41.80
507,13538.0,2011-06-09 14:26:00,1,67.50
508,17611.0,2011-12-02 13:28:00,4,46.57
509,16173.0,2011-11-24 10:53:00,1,40.60
510,16146.0,2011-04-21 15:25:00,1,90.60
511,16112.0,2011-01-05 11:47:00,1,51.84
512,12434.0,2011-09-16 12:38:00,2,37.50
513,18172.0,2011-08-04 16:17:00,2,81.72
514,14649.0,2011-05-11 14:42:00,2,14.15
515,16771.0,2011-03-09 13:56:00,2,43.05
516,15467.0,2011-07-10 14:42:00,1,25.68
517,13654.0,2011-07-17 13:29:00,2,32.40
518,17433.0,2011-09-12 14:24:00,1,14.75
519,17848.0,2011-06-23 17:35:00,1,3.30
520,16746.0,2011-09-15 18:05:00,3,39.50
521,17797.0,2011-11-17 13:21:00,2,10.35
522,18204.0,2011-05-31 15:26:00,1,2.50
523,14723.0,2011-11-03 15:09:00,3,13.65
524,17602.0,2011-12-07 13:53:00,4,49.40
525,16152.0,2011-03-16 09:47:00,1,17.00
526,17758.0,2011-11-20 14:43:00,5,101.09
527,14702.0,2011-09-22 19:33:00,3,52.25
528,15901.0,2011-07-08 12:18:00,1,5.48
529,17059.0,2011-11-10 12:27:00,5,46.47
530,15133.0,2011-02-11 10:38:00,1,45.00
531,17083.0,2011-08-22 15:43:00,1,64.80
532,14720.0,2011-09-11 13:56:00,1,15.30
533,17961.0,2011-11-18 16:48:00,6,29.93
534,16191.0,2011-10-18 12:49:00,2,40.20
